Item name;Variations;Option set 1;Option 1;Option set 2;Option 2;Option set 3;Option 3;Option set 4;Option 4;Is variation visible? (Yes/No);Price;Cost price;Variable price? (Yes/No);Tax rate (%);On sale in Online Store?;Regular price (before sale);Set up different prices and VAT for takeaway;Takeaway price;Takeaway tax rate;Unit;Track inventory? (Yes/No);Quantity;Low stock threshold;SKU;Barcode;Modifiers;Description (Online Store and Invoices only);Category;Display item at Checkout? (Yes/No);Display colour in POS checkout;Image 1;Image 2;Image 3;Image 4;Image 5;Image 6;Image 7;Display item in Online Store? (Yes/No);SEO title (Online Store only);SEO description (Online Store only);Shipping weight [kg] (Online Store only);Display service in Bookings? (Yes/No);Duration [minutes] (Bookings only);Location [business/customer] (Bookings only);Item id (Do not change);Variant id (Do not change);
 Celimax Pore+dark spot cream;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;3;2;;;;;CELIMAX;Yes;Yellow;https://images.sumup.com/img_5C4NNBV6XC96GSFV0HJMD3600W;;;;;;;Yes; Celimax Pore+dark spot cream;;;Yes;45;business;7d5d99dd-185f-4b87-bbf5-94666f1eb8bb;463d28e5-6fa9-468c-8445-e95223f46664;
 Dewap Cicatea pore et sebum cleanser;;;;;;;;;;Yes;18.50;;No;20.00;No;;No;;;each.each;Yes;5;0;;;;;Dewpad;Yes;Yellow;https://images.sumup.com/img_582B99GY5E9EESYYJD5Q2Z7MJJ;;;;;;;Yes; Dewap Cicatea pore et sebum cleanser;;;Yes;45;business;d0b99b25-f22a-4776-b56e-e228533bb749;677fb96a-76b6-4404-9bfc-bd01351e8ad2;
 Dr Althea Mask Aqua blue;;;;;;;;;;Yes;4.99;;No;20.00;No;;No;;;each.each;No;0;0;;;;;DR ALTHEA;Yes;Dark blue;https://images.sumup.com/img_2JEFJA1HK98WQTF94Y3FBZG695;;;;;;;Yes; Dr Althea Mask Aqua blue;;;Yes;45;business;033d8f20-7eb6-465e-bc55-eda546c605d1;b63f8fec-b9ba-4f07-9697-e31067f1e953;
 Farm stay Cica farm foam;;;;;;;;;;Yes;16.00;;No;20.00;No;;No;;;each.each;Yes;8;0;;;;;FARMSTAY;Yes;;https://images.sumup.com/img_2VRPD7ACZM96DTXMDV9Q2W5G2V;;;;;;;Yes; Farm stay Cica farm foam;;;Yes;45;business;79853e93-8d94-4ed2-a7ca-1a96317da837;426c3f1a-fe3c-40f8-af2d-94a01f707f55;
 Farm stay Shampooing black garlic;;;;;;;;;;Yes;14.50;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;FARMSTAY;Yes;Black;https://images.sumup.com/img_4B6DPAFG8Q87DA87JR6F2ETDJ8;;;;;;;Yes; Farm stay Shampooing black garlic;;;Yes;45;business;d81a939d-049b-4840-9aac-f781af81583c;2f55d183-fec6-4f33-a456-832bd8720804;
 Haruharu Essence ;;;;;;;;;;Yes;21.95;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;HARUHARU WONDER;Yes;Grey;https://images.sumup.com/img_19HTW2CFTF9EER79XFCCB016S3;;;;;;;Yes; Haruharu Essence ;;;Yes;45;business;2203cec0-89c0-4e28-b771-33229a2d47d1;b1249365-c918-4fb4-998b-b8f120b43732;
 Medipeel Melanonx cream;;;;;;;;;;Yes;27.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;MEDIPEEL;Yes;;https://images.sumup.com/img_7PFDY1GC3Q93ES63E6EF49M6FD;;;;;;;Yes; Medipeel Melanonx cream;;;Yes;45;business;caeffe5b-1cba-4b53-9729-ac286698c6ba;af2800df-8800-4e28-9347-69bb7391294e;
 Nuture Boost et glow vitamine C;;;;;;;;;;Yes;26.99;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;Nuture;Yes;Pink;https://images.sumup.com/img_56YV5WY0W680BSCFSD5TNYHKGN;;;;;;;Yes; Nuture Boost et glow vitamine C;;;Yes;45;business;7b8b123b-ef45-4ad4-8a43-b269d65eda3c;0b9b5443-6f81-4c3e-b2c3-6b3931437fa8;
 Skin 1004 Masque probio cica ;;;;;;;;;;Yes;4.99;;No;20.00;No;;No;;;each.each;Yes;15;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_3R0KAV0P8S98F9589MZQSTQJDM;;;;;;;Yes; Skin 1004 Masque probio cica ;;;Yes;45;business;8df0d029-1549-4614-b9e5-1ef2bb4ee9cc;351c4071-81fe-47e6-a6d4-6627737566e9;
A'pieu glycolic Acid Cream;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;A'pieu;Yes;Dark blue;https://images.sumup.com/img_1FCGP156SA9Z3V196EJ4MFV2VB;;;;;;;Yes;A'pieu glycolic Acid Cream;;;Yes;45;business;10c78c8a-8890-40da-b82c-62efd644740a;5b0251d6-f2e2-4e9c-b1bb-a753876cd315;
ABIB -  Heartleaf Calming Trial Kit - 1 Set (4 items);;;;;;;;;;Yes;29.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ABIB;Yes;;https://images.sumup.com/img_61WQGSWHSW806TBAN8PVQWDR43;;;;;;;Yes;;;;Yes;45;business;51FC0006-6A1F-49C4-B9B6-9CD2166969D2;71720216-B29B-4096-AC35-3169DCAE6887;
ABIB - Acne Foam Cleanser Heartleaf Foam - 150ml;;;;;;;;;;Yes;16.00;;No;20.00;No;15.00;No;;;each.each;Yes;3;2;;12346789476;;;ABIB;Yes;Grey;https://images.sumup.com/img_00M7M2PYWK9XPRQN213XZ69W6M;;;;;;;Yes;;;;No;45;business;95e39e7d-75c4-49f9-9bc3-c86627d2a3da;94bfcc17-6c01-49d1-b2ee-6412698b77e3;
ABIB - Deep Clean Foam Cleanser ;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ABIB;Yes;;https://images.sumup.com/img_61HYJ4CR6H86RS3E681V7K8E6J;;;;;;;Yes;;;;Yes;45;business;47B0012F-9C8A-42DF-BA20-28A479BF2264;F0FA97CC-C3DE-434E-A2E4-7116BF3B89C0;
ABIB - Glutathiosome Creme Vita Tube;;;;;;;;;;Yes;26.00;;No;20.00;No;;No;;;each.each;Yes;5;0;;;;;ABIB;Yes;;https://images.sumup.com/img_7JSKN34YRY98488F3SCVFRB8PF;;;;;;;No;;;;No;45;business;A310654E-AAC5-4E9B-8177-8C2822A6E71A;000F075A-F634-4615-BCA5-F43040544286;
ABIB - Heartleaf Calming Toner;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;0;2;;;;;ABIB;Yes;;https://images.sumup.com/img_62NW4K7JRN9X5S00W971GP7RG4;;;;;;;Yes;ABIB - Heartleaf Calming Toner;;;No;45;business;09d6800b-217d-4859-8c37-2c8c30b1266a;7f1ec5ea-c582-47cd-a8a6-46d25eed377a;
ABIB - Mild acidic pH sheet mask ;;;;;;;;;;Yes;4.50;;No;20.00;No;;No;;;each.each;Yes;0;2;;;;;ABIB;Yes;Grey;https://images.sumup.com/img_3DEBP3CWHJ89FB93EJ1D0B46QT;;;;;;;Yes;ABIB - Mild acidic pH sheet mask ;;;No;45;business;c02cc539-8339-4387-a7f4-697978e6c38a;283674ef-5bd0-49c2-b17a-33b153bc9140;
ABIB - Patch pour les yeux au collagène; gelée de rose de Jericho;;;;;;;;;;Yes;24.00;;No;20.00;No;24.00;No;;;each.each;Yes;3;2;;12346789537;;;ABIB;Yes;;https://images.sumup.com/img_22JDV94CMJ8KSBJSTM42NB72JQ;;;;;;;Yes;ABIB - Patch pour les yeux au collagène, gelée de rose de Jericho;;;No;45;business;e9f6721f-38d7-4cdf-9707-34bf38490082;708323be-fe71-451f-8c7c-b64a5249e57d
ACE pore cleanser - Greety;;;;;;;;;;Yes;20.50;;No;20.00;No;;No;;;each.each;Yes;2;1;;;;;GREETY;Yes;Grey;https://images.sumup.com/img_284TNSJ9879F4BDHCZABYM32XY;;;;;;;Yes;ACE pore cleanser - Greety;;;Yes;45;business;f557e5c1-033d-4b12-9f7b-4886c1d1cd70;9850a195-b8b9-41ed-8d29-ac9e3973c56b;
ALLIONE - Tea Tree Peeling Gel;;;;;;;;;;Yes;16.50;;No;20.00;;;No;;;each.each;Yes;1;0;;;;;ALLIONE;Yes;;https://images.sumup.com/img_2DS6H5SG1T975B8F6PS8XY05GG;;;;;;;Yes;;;;Yes;45;business;7F5FFD31-8417-41F9-9998-46354422EF4A;99D16815-CFC6-4F37-B05E-BCD3643508A8;
ALLIONE - Vanilla Hibiscus ;;;;;;;;;;Yes;16.50;;No;20.00;;;No;;;each.each;Yes;2;0;;;;;ALLIONE;Yes;;https://images.sumup.com/img_6FYQPANMVC89RAE5NMM7FE0QF2;;;;;;;Yes;;;;Yes;45;business;4314F27E-DD52-4BAB-85CE-0B82CACB9DEF;4CD01A52-C357-4FD2-9560-CD77808D1626;
ANUA - 2% BHA toner - 150ml;;;;;;;;;;Yes;25.00;;No;20.00;No;24.99;No;;;each.each;Yes;4;5;;12346789513;;;ANUA;Yes;Light blue;https://images.sumup.com/img_3CQJT86NAB8S0AY98DQ0TD5DKV;;;;;;;Yes;;;;No;45;business;db291879-f29f-42c2-bf79-132aa8b4efd7;9a062d3c-cff2-421d-bd62-a089c8d31c38;
ANUA - 77% Heartleaf Pads ;;;;;;;;;;Yes;32.00;;No;20.00;No;;No;;;each.each;Yes;2;1;;;;;ANUA;Yes;;https://images.sumup.com/img_7ATXJ6M54Z95YB2FTSSBT9PBVM;;;;;;;Yes;;;;Yes;45;business;9CC110BE-13A3-420F-8BDB-85F0AFF07358;657346A6-FF0D-42D8-83CE-38AC348F0404;
ANUA - 8 Gel nettoyant doux hydratant - l'acide hyaluronique - 150ml;;;;;;;;;;Yes;15.00;;No;20.00;No;15.00;No;;;each.each;Yes;0;2;;12346789526;;;ANUA;Yes;Light green;https://images.sumup.com/img_4BFAZXYWJ185J81RQHT0W4JVB8;;;;;;;Yes;;;;No;45;business;cdf8ac47-faa9-4c32-bdd1-cd1721e3c8e7;eea61e39-5803-4939-9811-37218a86ff92;
ANUA - Azelaic 10 Hyaluron Redness Soothing Pad;;;;;;;;;;Yes;26.50;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ANUA;Yes;Dark green;https://images.sumup.com/img_2YDV0GYYYN9SRA4VWBXPVYKPEM;;;;;;;Yes;;;;Yes;45;business;839B3E21-573A-474E-A04F-C5E4989E33DF;088369BB-C811-4127-B09D-4F3350A50A72;
ANUA - Green Lemon Vita C Blemish Serum ;;;;;;;;;;Yes;34.90;;No;20.00;No;24.50;No;;;each.each;Yes;2;2;;12346789495;;;ANUA;Yes;Light green;https://images.sumup.com/img_13P08DA4KJ8MG9P2JK85KBPFW0;;;;;;;Yes;;;;No;45;business;d8a4561c-7593-4bc3-b22e-16b66fec0ba2;4a7864b0-c1d3-4efb-bc27-96702a714a4d;
ANUA - Heartleaf + LHA Moistue Pelling Gel;;;;;;;;;;Yes;20.90;;No;20.00;No;21.90;No;;;each.each;Yes;1;0;;12346789542;;;ANUA;Yes;Light green;https://images.sumup.com/img_6S67DVJXTD8ZA9MSR2Z2YDJWHH;;;;;;;Yes;;;;No;45;business;580e3cfd-07d3-4536-b67e-6a837a5a903c;fd5f0618-14d6-4dbb-85f9-c28c071c991a;
ANUA - Heartleaf 77% Soothing Toner;;;;;;;;;;Yes;25.00;;No;20.00;No;25.00;No;;;each.each;Yes;0;2;;12346789500;;;ANUA;Yes;Light green;https://images.sumup.com/img_1S3B625XT59PMRXZ63M6MF39J1;;;;;;;Yes;ANUA - Heartleaf 77% Soothing Toner;;;No;45;business;7b2458bf-721b-488d-bf43-25c5cb6bb9e1;165486c7-ff34-4368-8bd0-71983cd05c92;
ANUA - Heartleaf 80% Moisture Soothing Ampoule;;;;;;;;;;Yes;28.90;;No;20.00;No;28.90;No;;;each.each;Yes;3;2;;12346789485;;;ANUA;Yes;Light green;https://images.sumup.com/img_6J9KX8W5PJ9STRQP4811ZRN58X;;;;;;;Yes;ANUA - Heartleaf 80% Moisture Soothing Ampoule;;;No;45;business;b4ce91ca-3775-455f-92ff-1fc2d5b9eb01;67efea56-a016-4ded-9569-e1053271c9b3;
ANUA - Heartleaf Quercetinol Pore Deep Cleansing Foam;;;;;;;;;;Yes;18.00;;No;20.00;No;18.00;No;;;each.each;Yes;2;2;;12346789478;;;ANUA;Yes;Light green;https://images.sumup.com/img_7ES5ZZQ0SM9T6RH1CCHQH7F2R3;;;;;;;Yes;;;;No;45;business;e13ee4cf-3787-4fd1-8694-05cee08b8319;42e4477a-b452-4d5a-91cd-a609647c204d;
ANUA - Heartleaf red spot cream;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ANUA;Yes;;https://images.sumup.com/img_3F9FDA7AMJ801VJQM2DXRDAD9N;;;;;;;Yes;ANUA - Heartleaf red spot cream;;;Yes;45;business;d65a0cfc-4594-45cf-8767-6223fde608cf;cb875656-2273-40b8-8637-eaa32bd37787;
ANUA - Huile nettoyante Heartleaf Pore Control - 200ml;;;;;;;;;;Yes;20.00;;No;20.00;No;20.00;No;;;each.each;Yes;1;0;;12346789539;;;ANUA;Yes;Light green;https://images.sumup.com/img_61A94A54AX9YNTH52PKH3D16J1;;;;;;;Yes;;;;No;45;business;e76bcbe5-6198-443e-bfcd-cb9c0f4fb7e6;9e43e9d6-1d92-452a-a147-2a6b8dde21df;
ANUA - Intense Calming Cream;;;;;;;;;;Yes;27.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ANUA;Yes;Dark green;https://images.sumup.com/img_2MWNG3NKAM8A48WAEH068K2JVN;;;;;;;No;;;;No;45;business;06BC61E5-BDAC-460B-AE1C-61647538905A;1B44C3EA-B12B-4640-92FC-0D90D15784FC;
ANUA - Niacinamide 5 TXA Brightening Pad;;;;;;;;;;Yes;23.90;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ANUA;Yes;;https://images.sumup.com/img_2R22X9TVPG90BAF7H46JBEC05E;;;;;;;Yes;;;;Yes;45;business;2C5FE0BD-A3AB-4DD3-AFF1-9C03369570F6;68803379-672F-42C1-966A-45F435427B31;
ANUA - Niacinamide10% + TXA 4% Sérum Anti-Taches - 30ml;;;;;;;;;;Yes;25.50;;No;20.00;No;24.00;No;;;each.each;Yes;5;2;;12346789545;;;ANUA;Yes;Light green;https://images.sumup.com/img_4QDWRPVSQT8RD8QWTDX04JEH0W;;;;;;;Yes;;;;No;45;business;e15066e4-3ddb-4028-a880-a2c1e798a9e0;39a20b9e-b758-418b-8905-ba2982b65d90;
ANUA - Peach 77% Niacin Essence Toner;;;;;;;;;;Yes;24.00;;No;20.00;No;24.00;No;;;each.each;Yes;2;2;;12346789502;;;ANUA;Yes;Light green;https://images.sumup.com/img_5SW19V4VPE89S92747FC688RVT;;;;;;;Yes;ANUA - Peach 77% Niacin Essence Toner;;;No;45;business;08885b18-cd2c-427b-8e3c-daff222ffbad;a701639a-cf11-40b4-8ee7-6eb6f0cea28f;
ANUA - Poudre nettoyante éclaircissante aux enzymes de riz - 40g;;;;;;;;;;Yes;21.00;;No;20.00;No;21.00;No;;;each.each;Yes;0;2;;12346789490;;;ANUA;Yes;Light green;https://images.sumup.com/img_18TMKBXD7D9Y3RVWSPG8Q61V83;;;;;;;Yes;;;;No;45;business;289895fe-715e-4f33-b696-91ecd8ebf05a;92ff93b6-3659-4bb0-b2c5-ec7512ef3b5d;
ANUA - Rice 70 Glow Milky Toner;;;;;;;;;;Yes;20.00;;No;20.00;No;21.00;No;;;each.each;Yes;6;2;;12346789538;;;ANUA;Yes;Light green;https://images.sumup.com/img_4Z6RZBY962976TGWWXHJA247JX;;;;;;;Yes;ANUA - Rice 70 Glow Milky Toner;;;No;45;business;cd003642-5caa-42af-be53-8f806a320dd6;af2feea7-c45b-4515-9cc9-f775c82bc7f0;
ANUA - Zero Cast Moisturising Finish Sunscreen;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ANUA;Yes;Dark green;https://images.sumup.com/img_4JM37SAJPW9JVSCWQQJ484JDMH;;;;;;;No;;;;No;45;business;E40D7287-9B95-492E-9364-C783CDD00BB6;8885E736-4F3A-48F4-894C-5DA011C7BE51;
ANUA - masque vita C et E;;;;;;;;;;Yes;4.50;;No;20.00;No;;No;;;each.each;Yes;5;0;;;;;ANUA;Yes;Yellow;https://images.sumup.com/img_7ZMV5PSJKC8H3RQ97Z294H3KC0;;;;;;;Yes;Anua masque vita C et E;;;Yes;45;business;d3f2db7d-41b2-43a4-9e3c-0e09248c5cab;fed9cc04-8d7f-44c7-bf67-3e5741eaf0b3;
APLB - Sérum en ampoule de glutathion niacinamide - 40ml;;;;;;;;;;Yes;17.00;;No;20.00;;;No;;;each.each;Yes;5;2;;;;;APBL;Yes;;https://images.sumup.com/img_5693WK7RSA9Z0BPM8MFAW11TJM;;;;;;;Yes;;;;Yes;45;business;2348D866-3B36-4416-B0C5-511B095DE2BA;ECFD5BA1-8A43-4538-8BD7-029F6BD7E071;
ARENCIA- Mochi cleanser;;;;;;;;;;Yes;22.90;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;Arencia;Yes;;https://images.sumup.com/img_6WGQWRNAMK9XQVTNB3C8AJBNWT;;;;;;;Yes;ARENCIA- Mochi cleanser;;;Yes;45;business;9633549b-46a4-4603-9f9a-0b3137b59d34;7d9f4c13-b996-41b2-ad61-1d581e57d109;
AXIS - Y - Mugwort Pore Clarifying Wash Off Pack;;;;;;;;;;Yes;20.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;AXIS-Y;Yes;;https://images.sumup.com/img_52R6CZBV2N9MFBA51FD45N91Y9;;;;;;;Yes;;;;Yes;45;business;3A64225A-4F50-4ABD-83DF-8135EBD2E127;0DA538D0-6576-414C-8BF0-17D77FED2E6E;
AXIS-Y Mugwort Green Vital Energy Complex Sheet Mask 27ml;;;;;;;;;;Yes;4.00;;No;20.00;;;No;;;each.each;Yes;9;0;;;;;AXIS-Y;Yes;;https://images.sumup.com/img_0891WGBCTA93JV0DE2ED790M6R;;;;;;;Yes;;;;Yes;45;business;B82644D9-4CF6-4FF6-9727-B6BF1858189D;64D6C10A-1E22-4BE1-99D3-C77961502F7B;
Abib Glutathione Toner;;;;;;;;;;Yes;23.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ABIB;Yes;Orange;https://images.sumup.com/img_0VDW4BX5NB9WWBPXYSHDXC8HXB;;;;;;;Yes;Abib Glutathione Toner;;;Yes;45;business;15912bb4-1a99-4061-9be3-51274a5aa792;b3e229fb-9392-4770-bc80-05331f267832;
Abib dark spot serum;;;;;;;;;;Yes;20.90;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ABIB;Yes;;https://images.sumup.com/img_43N97EK34G9VMSNVAPKT406T33;;;;;;;Yes;Abib dark spot serum;;;Yes;45;business;81c7bcac-ae3e-4ff0-9839-76508505a08f;63f66c64-62cb-407d-aa69-3841d3e5da2f;
Abib firm serum;;;;;;;;;;Yes;26.50;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;ABIB;Yes;;https://images.sumup.com/img_0FVP7BH8SM81Y8QFB2WJ9Q5KF8;;;;;;;Yes;Abib firm serum;;;Yes;45;business;9ef1c5d4-1785-40be-bbe7-11a52007a797;ecde1326-dd9a-4477-907b-6d107518083b;
Abib heartleaf teca ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ABIB;Yes;;https://images.sumup.com/img_32HPK5HZW79VB86K619HZK6GF6;;;;;;;Yes;Abib heartleaf teca ;;;Yes;45;business;89b63719-1992-43a2-812c-7a997a0f9136;0e32a5de-99d2-47e3-8ef4-2f9745341f74;
Abib masque peel off anti tache ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ABIB;Yes;;https://images.sumup.com/img_5XCW9G2HSQ9FTV9CSMW82JYSGY;;;;;;;Yes;Abib masque peel off anti tache ;;;Yes;45;business;82e88182-cb4b-4e38-8af1-0f34b00cacc9;72536c97-8744-4ccb-9ae8-f97b3e953563;
Abib pdrn collagen lip;;;;;;;;;;Yes;16.75;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ABIB;Yes;Pink;https://images.sumup.com/img_7VC6Z12Z1B9469NKFV86HPKF83;;;;;;;Yes;Abib pdrn collagen lip;;;Yes;45;business;de1c5b20-2b25-4bfa-b6a7-e084d75fa7ca;52ff9527-424f-4629-928c-592bddf23663;
Abib pore cleansing oil;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;ABIB;Yes;;https://images.sumup.com/img_2C4CJ39GHH9B18KRWWQ5D40A14;;;;;;;Yes;Abib pore cleansing oil;;;Yes;45;business;207eeb27-9575-496b-8d7a-1be7141d4327;71957f67-1b14-4dbc-aabf-6a03f2ed2816;
Advanced Clinicals glycolic+lactic acid body cream;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;2;1;;;;;Advanced clinicals;Yes;Purple;https://images.sumup.com/img_62FYGH6E6J9A0ADRK1TR61Y1X3;;;;;;;Yes;Advanced Clinicals glycolic+lactic acid body cream;;;Yes;45;business;a8903db8-3677-4200-89aa-15e3ffa41fc1;fb1ac581-f201-431c-86ed-b1104cf17611;
Advanced clinicals hyaluronic acid body cream;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;2;1;;;;;Advanced clinicals;Yes;Purple;https://images.sumup.com/img_5ZQJFD9SPC900AEPPM2R1CNQNW;;;;;;;Yes;Advanced clinicals hyaluronic acid body cream;;;Yes;45;business;bbc5a009-064f-4182-80d8-ef8907281f41;5c6cddf8-a51e-4f4c-8362-3d1a27eb69a9;
Advanced clinicals vitamin C brightening cream;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;0;1;;;;;Advanced clinicals;Yes;Orange;https://images.sumup.com/img_0BR290EFEF89F8J694F3S3EE96;;;;;;;Yes;Advanced clinicals vitamin C brightening cream;;;Yes;45;business;1d08669d-cbe7-4dde-a8a0-77247a2e56c1;d5dd3d40-5078-4100-9386-2db90d0e25e7;
Aestura hydro Ampoule ;;;;;;;;;;Yes;32.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Aestura;Yes;Dark blue;https://images.sumup.com/img_3M0JWQPBCT83MV3R5EXZ1PY297;;;;;;;Yes;Aestura hydro Ampoule ;;;Yes;45;business;8642205f-9e08-4919-afde-bd2110328728;1c201b3a-028f-4246-89f8-7ee9cbb77338;
Aestura hydro essence;;;;;;;;;;Yes;31.50;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Aestura;Yes;;https://images.sumup.com/img_70GYH2C7T290KRTQ6PCSY2N0JS;;;;;;;Yes;Aestura hydro essence;;;Yes;45;business;d6755134-6ec3-4b66-bd3f-97c16e77a05f;b0da6c8c-cf00-4917-9ae6-97fbcfcdbd60;
Aestura hydro soothing cream;;;;;;;;;;Yes;31.50;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Aestura;Yes;Dark blue;https://images.sumup.com/img_0RRPG0ZZ5V9M88DCDZRN34NNB5;;;;;;;Yes;Aestura hydro soothing cream;;;Yes;45;business;3b15b417-c2fa-400e-81cc-146bb7461c0f;dab4f9a9-f89d-46ef-be25-52127ebf7030;
Anua PDRN cleansing foam;;;;;;;;;;Yes;23.90;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;A'pieu;Yes;Grey;https://images.sumup.com/img_2JAP87P63380Z856A85J5PSDH7;;;;;;;Yes;Anua PDRN cleansing foam;;;Yes;45;business;2df49833-69bb-4d31-baa7-a5d92a7babd0;ad9e1582-325a-44fc-81a1-e0f702c25727;
Anua PDRN+HYALURON sérum ;;;;;;;;;;Yes;25.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ANUA;Yes;Light blue;https://images.sumup.com/img_7R2JFM37SN8M1AV81188YD4WNM;;;;;;;Yes;Anua PDRN+HYALURON sérum ;;;Yes;45;business;2c459fa0-6487-405c-9cc5-0333d7175792;2ee9e42d-74c2-4e72-916c-034ff3cca28c;
Anua Rice Céramique serum;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ANUA;Yes;Orange;https://images.sumup.com/img_6TKPGEXJ409B28ZSX44VPBB8NJ;;;;;;;Yes;Anua Rice Céramique serum;;;Yes;45;business;8bf44a04-0eff-4d3b-a311-495cf25a4e00;794a071b-4e77-4c66-8ecf-fd09bb91fb4c;
Anua Rice Milk glow toner 150 ml;;;;;;;;;;Yes;20.50;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ANUA;Yes;Orange;https://images.sumup.com/img_16NEGN3H5S98HTN022KZ9BT752;;;;;;;Yes;Anua Rice Milk glow toner 150 ml;;;Yes;45;business;e63fa20b-81e1-463b-bc9d-8c7eaa41dda6;48fad420-fcfe-4d4d-9639-77e78375d340;
Anua acid 3 + cica Toner;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ANUA;Yes;Light green;https://images.sumup.com/img_62EPXDRXJX8CQVK3S93GTAD3W5;;;;;;;Yes;Anua acid 3 + cica Toner;;;Yes;45;business;fea5f38b-bf62-4e1c-a9c8-a43191cdc4b7;342f6567-b373-440d-9dff-5fdbad43a689;
Anua heartleaf + BHA. Cleansing foam;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;A'pieu;Yes;;https://images.sumup.com/img_3PH06F2VXS8YR85VJEMBHN4T2N;;;;;;;Yes;Anua heartleaf + BHA. Cleansing foam;;;Yes;45;business;6b20f20c-8c56-4a7e-a717-5ef551dea462;b99dc3ac-22e4-4fb7-9489-f99ef0fd27ca;
Anua heartleaf masque ;;;;;;;;;;Yes;21.00;;No;20.00;No;;No;;;each.each;Yes;9;0;;;;;ANUA;Yes;Dark green;https://images.sumup.com/img_4FBXJKDXF580ZT0QPGSVAZ4VNW;;;;;;;Yes;Anua heartleaf masque ;;;Yes;45;business;2f7c9312-0513-4199-b7f0-ecab05dd6c5b;5d2aabcf-a3c9-43b0-ac84-2bd4bb3bc44c;
Anua heartleaf peeling gel ;;;;;;;;;;Yes;18.50;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ANUA;Yes;;https://images.sumup.com/img_3733CTW2EA9E4TQCJXY0QQBEVR;;;;;;;Yes;Anua heartleaf peeling gel ;;;Yes;45;business;1a29a46d-39f3-4d35-8038-4d6eb1b4e4da;8dfe8182-7267-485c-879a-b4f4380d06a7;
Anua heartleaf+succinic acid;;;;;;;;;;Yes;22.75;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;ANUA||A'pieu;Yes;;https://images.sumup.com/img_0M42BE059G8GSATME8WD92DSND;;;;;;;Yes;Anua heartleaf+succinic acid;;;Yes;45;business;7be2c37c-e435-4d67-8e8e-1f89004e5cea;8525dd00-d78d-4eed-82f4-02c64df7f304;
Anua patch ;;;;;;;;;;Yes;15.50;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ANUA;Yes;Light green;https://images.sumup.com/img_2RS22TBXJY9769K2ETXK8S450T;;;;;;;Yes;Anua patch ;;;Yes;45;business;2330e3f0-cb64-4582-9b15-c6846ba50342;c781556b-2715-4ac1-93e7-54427874f44a;
Anua patch aha+bha +pha ;;;;;;;;;;Yes;15.00;;No;20.00;No;;No;;;each.each;Yes;5;0;;;;;ANUA;Yes;;https://images.sumup.com/img_4QNYWYHHWD81DS3C0PJ9R1YZ6C;;;;;;;Yes;Anua patch aha+bha +pha ;;;Yes;45;business;366532b3-f5dc-493a-b2e2-f6a37bb4162e;7d82245b-5d31-4678-99bf-4d6161dda5f2;
